Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
4289.000000,-45.774700,126.629300,74.888700,6.161285,6.174461,-64.245210,5.677611,22.688556,23.817741,29.465099,-6.002592,-14.022053,-36.037842,-33.409112,-28.081636,42.190836,-6.705153,0.352770,-3.435455,2.562210,5.940999,1.683579,10.302010,-19.311657,54.185593,66.552199,19.174548,-3.014102,6.193616,-11.952587,15.743677,45.415843,-51.682684,15.103798,1.356707
4290.000000,-46.513500,125.160200,75.573500,6.173416,6.570540,-64.148112,1.872655,25.161041,22.958591,35.543781,-2.492596,-10.238126,-34.278117,-32.049941,-29.344205,40.989057,-7.705194,-0.071792,-3.740440,3.190917,6.015312,0.753210,10.201915,-20.894625,54.055589,67.807550,18.719104,-2.338012,6.236588,-12.524399,12.499475,44.068189,-49.670342,15.385177,0.013923
4291.000000,-47.091200,123.845200,76.192300,6.309555,7.160487,-64.488903,-2.272179,25.859075,22.388612,41.011230,-2.548516,-1.983752,-32.987472,-30.695927,-30.247760,39.434164,-8.249847,-0.393679,-3.829478,3.833947,6.107444,-0.405138,10.496759,-22.903358,53.119204,70.025527,18.114634,-0.980102,6.268617,-13.381487,9.510183,42.273456,-47.762621,15.568237,-1.718071
4292.000000,-47.526800,122.643300,76.753200,6.535431,7.739332,-65.426501,-6.365618,24.266195,20.458604,45.394472,-5.227552,0.316158,-32.072057,-29.270981,-30.549880,37.783129,-8.525784,-0.673569,-3.612442,4.369090,6.208857,-1.464480,11.085072,-24.915184,51.775961,72.867168,17.569006,0.570036,6.114376,-14.894897,8.500287,40.518257,-47.470413,15.291270,-2.622886
4293.000000,-47.887600,121.481900,77.276300,6.703151,8.285096,-66.907849,-9.589881,22.261817,19.803312,48.304525,-7.844824,0.029221,-31.213939,-27.458372,-30.392432,35.801497,-8.604566,-0.986290,-3.374779,4.744262,6.233781,-1.792269,11.655050,-25.608635,49.687129,74.787035,17.348761,2.140742,5.399039,-16.518201,8.838103,39.221253,-48.000800,14.771654,-2.472141
4294.000000,-48.200300,120.333200,77.734400,6.567138,8.740946,-68.920525,-12.058298,20.674666,20.530453,49.861709,-9.741600,-0.138942,-30.267641,-25.078649,-29.872931,33.568852,-8.558442,-1.332356,-3.175561,4.949840,6.191038,-1.355389,11.701746,-23.638176,46.939797,73.529507,17.130235,3.185588,4.376710,-18.080772,9.741944,38.171995,-48.714304,14.347723,-2.198324
4295.000000,-48.457700,119.169000,78.109300,6.244570,9.115632,-71.283505,-14.311283,18.991947,20.905454,50.490932,-11.234442,-0.196066,-29.257116,-22.467050,-28.990060,31.404562,-8.601013,-1.591734,-3.010320,5.126253,6.148983,-0.449657,11.115897,-19.885589,43.606901,69.509578,17.195437,3.884940,3.189255,-19.449912,10.999185,37.323158,-50.133463,14.133436,-2.360586
4296.000000,-48.660700,117.994600,78.387500,5.749385,9.371937,-73.693180,-16.654565,16.865643,19.961620,50.389805,-12.707459,-0.367896,-28.148844,-19.907247,-28.027778,29.564851,-8.826587,-1.749985,-2.829839,5.303756,6.145717,0.238637,10.592099,-16.794081,40.479640,65.059014,16.914688,3.822717,2.328558,-19.824111,11.015687,36.388034,-50.480504,14.130457,-2.646950
4297.000000,-48.801800,116.836300,78.563100,5.128700,9.417971,-75.976215,-18.989597,14.311626,17.995057,49.811977,-14.256279,0.111498,-27.053635,-17.614843,-27.026362,28.368401,-9.259571,-1.803442,-2.577393,5.446881,6.199231,0.346009,10.825923,-15.575285,38.085994,62.523676,17.019196,3.368992,1.937629,-19.249663,9.631650,35.391431,-49.430902,14.583094,-3.238988
4298.000000,-48.883700,115.695500,78.676400,4.642787,9.336049,-78.263646,-21.245504,11.513530,15.828131,48.831760,-15.133477,0.601319,-26.139423,-15.696351,-25.744254,27.728121,-9.816830,-1.756517,-2.284555,5.558951,6.291993,-0.005730,11.293686,-15.710503,36.392789,61.714545,17.304987,2.725274,1.931441,-18.451476,8.113369,34.542422,-48.244192,15.380422,-3.836239
4299.000000,-48.919100,114.558500,78.761500,4.248014,9.231715,-80.599393,-23.222782,8.628974,13.730819,46.991248,-15.423623,1.053497,-25.337454,-13.984353,-24.244595,27.315877,-10.392079,-1.645248,-1.965532,5.621747,6.417013,-0.839383,11.774455,-16.658519,35.493418,62.540692,17.597367,2.481480,1.794103,-17.291236,7.040104,33.605121,-46.828414,16.452082,-4.050009
4300.000000,-48.920200,113.411000,78.845000,3.940510,9.128278,-82.985184,-24.903954,5.870583,11.858106,44.111276,-14.926066,1.528021,-24.493373,-12.409177,-22.615675,26.829551,-10.894563,-1.480007,-1.653671,5.614471,6.538136,-1.763507,12.111984,-17.747425,35.134173,63.863537,17.843739,2.757932,2.180620,-16.986594,6.937144,33.143718,-46.263993,16.435352,-3.976671
4301.000000,-48.888400,112.245400,78.911700,3.583141,8.991091,-85.382010,-26.248973,3.648882,10.364004,40.456378,-14.501275,1.310240,-23.605231,-10.912726,-20.930607,26.415016,-11.418762,-1.253689,-1.387475,5.551675,6.640638,-2.095593,12.383681,-18.578042,34.603786,65.286994,17.836405,2.819239,2.236541,-16.740222,8.033441,33.828918,-46.746882,16.727560,-3.333755
4302.000000,-48.854400,111.049800,78.993900,3.331266,8.845288,-87.711425,-27.103253,1.909898,9.392898,35.898613,-13.425146,0.871583,-22.520851,-9.556019,-19.227661,25.732910,-11.860456,-0.990128,-1.222119,5.424707,6.701945,-1.968282,12.324723,-18.724146,33.947119,65.972595,17.646527,2.712611,2.056517,-16.193392,9.202619,35.203157,-46.670220,17.178535,-1.971204
4303.000000,-48.830800,109.825800,79.090600,3.221609,8.662742,-89.883882,-27.532914,0.494921,8.811461,31.002231,-11.386505,0.892210,-21.225107,-8.419386,-17.573360,24.836575,-12.235285,-0.719062,-1.169579,5.210765,6.723029,-1.536329,11.801154,-18.057109,33.262091,65.513427,17.602868,3.055813,1.833350,-15.863826,10.852909,37.031695,-46.795984,17.570725,0.212281
4304.000000,-48.808200,108.568600,79.157500,3.060734,8.384236,-91.905286,-27.704056,-0.562816,8.083804,26.468244,-9.131114,0.671507,-19.846628,-7.415392,-16.007868,24.158995,-12.745217,-0.445246,-1.240396,4.913514,6.726983,-1.068681,11.364160,-17.377867,32.996525,64.775514,17.567688,3.181978,1.760069,-15.513119,12.528295,38.897933,-46.992394,17.884878,2.412840
4305.000000,-48.787900,107.273700,79.201300,2.907231,7.977204,-93.743176,-27.485874,-1.424660,6.758667,22.479483,-7.499674,0.792515,-18.271166,-6.576983,-14.558170,23.526621,-13.325910,-0.151547,-1.389365,4.565156,6.700283,-0.716770,11.179037,-17.141293,33.355311,64.695071,17.644464,3.000752,1.961807,-15.069363,13.909295,40.629411,-47.185653,18.194103,4.138073
4306.000000,-48.771900,105.937300,79.221400,2.743973,7.426911,-95.298171,-26.795861,-1.551570,6.291134,19.355259,-6.561341,0.631399,-16.452655,-5.908971,-13.331295,22.902555,-13.961950,0.175096,-1.655275,4.238112,6.646368,-0.556285,10.865801,-16.985277,34.387494,64.845071,18.047311,2.521129,2.473688,-14.556967,14.803912,42.201092,-47.324480,18.486999,5.116341
4307.000000,-48.764900,104.558800,79.201700,2.576927,6.711289,-96.635788,-25.601015,-1.468720,6.067680,17.004184,-4.664335,0.462148,-14.389262,-5.371078,-12.280434,22.294418,-14.652937,0.544826,-1.964787,3.941147,6.562372,-0.526319,10.308370,-16.746754,35.921245,65.005614,18.776629,2.381270,3.268782,-14.014204,15.187564,43.626955,-47.381432,18.885262,5.502801
4308.000000,-48.756800,103.140500,79.069400,2.337032,5.791904,-97.725245,-23.901507,-1.031725,6.300129,15.682084,-1.969199,-1.583483,-12.101270,-4.909675,-11.424549,21.814509,-15.455823,0.962684,-2.337782,3.647335,6.428243,-0.497671,9.625748,-16.452598,37.855723,65.033517,19.504056,2.544047,4.332764,-13.468691,15.260903,44.897259,-47.363442,19.296130,5.727573
4309.000000,-48.740200,101.686600,78.620700,2.060528,4.688587,-98.616164,-21.694245,-0.509245,6.947457,15.521026,0.401242,-1.821662,-9.593090,-4.536451,-10.748688,21.393385,-16.347288,1.399278,-2.748708,3.336677,6.251256,-0.441407,8.965414,-16.135637,40.126755,64.904602,19.995081,2.622542,5.581927,-12.968441,15.198680,46.060822,-47.340810,19.640649,6.017317
4310.000000,-48.698600,100.288900,78.627900,1.995368,3.468522,-99.316396,-19.748251,-0.312663,7.819442,16.353591,0.369787,0.579776,-6.953645,-4.475545,-10.189252,20.983605,-17.094081,1.789576,-3.158143,2.978636,6.058800,-0.397461,8.270302,-15.829048,42.624278,64.725667,20.365785,2.334230,6.936628,-12.682020,14.960501,47.003739,-47.293884,19.829955,6.220316
4311.000000,-48.624200,98.907900,78.638300,2.083311,2.241577,-99.890328,-17.911062,-0.348530,8.609321,17.645496,-1.002275,2.059669,-4.567849,-4.700660,-9.708082,21.040672,-17.906134,2.150081,-3.471780,2.538031,5.882558,-0.418087,7.599999,-15.409413,45.093211,64.452194,20.409330,1.774909,8.242685,-12.589774,14.615580,47.763767,-47.346081,20.012900,6.326142
4312.000000,-48.502700,97.588500,78.648800,2.373991,1.096537,-100.384482,-15.837126,-0.709494,9.311595,18.369485,-2.596989,2.739025,-2.777241,-5.292067,-9.182909,21.945258,-18.509917,2.588910,-3.636162,1.998419,5.717030,-0.472232,6.920299,-14.819897,47.470871,64.166518,20.216759,1.103975,9.344311,-12.573158,14.344915,48.460770,-47.648373,20.228332,6.462792
4313.000000,-48.343500,96.341200,78.741100,2.756998,0.044719,-101.001191,-13.699707,-1.156401,10.106804,18.790437,-4.092809,3.158201,-1.644962,-6.060117,-8.487167,23.762049,-18.914998,3.111562,-3.677988,1.380599,5.552248,-0.423645,6.296119,-13.957710,49.595169,63.872762,20.275429,0.529012,10.144676,-12.451290,14.278853,49.303305,-48.122439,20.446343,6.844668
4314.000000,-48.156200,95.239000,78.701500,3.194283,-0.860215,-101.861959,-11.965479,-1.545439,11.037803,19.510416,-5.673313,3.316394,-1.553919,-6.909928,-7.412126,26.852985,-19.353655,3.714886,-3.592388,0.728688,5.443271,-0.254221,5.765216,-13.035248,51.289578,63.599461,20.428638,-0.024236,10.547408,-12.201079,14.332367,50.179930,-48.549865,20.384177,7.322458
4315.000000,-47.947800,94.277500,78.595000,3.670952,-1.572703,-102.921693,-10.616851,-1.887094,12.110437,20.362003,-7.211762,3.365898,-2.415017,-7.754812,-5.924555,31.005783,-19.477414,4.482822,-3.383946,0.127082,5.398351,0.065833,5.306219,-12.261755,52.430623,63.422761,20.278351,-0.378611,10.486560,-11.955853,14.590370,50.849661,-48.885561,19.979382,8.021352
4316.000000,-47.715400,93.449800,78.446500,4.147775,-2.146492,-104.093242,-9.525251,-2.219982,13.271479,21.141856,-8.568698,3.469374,-4.184826,-8.512778,-3.994318,36.228064,-18.904513,5.513630,-3.111848,-0.380272,5.434677,0.526319,4.823044,-11.607208,53.043688,63.252879,19.953656,-0.568202,9.983331,-11.894375,15.298431,51.328711,-49.434111,19.587651,9.235220
4317.000000,-47.483900,92.748300,78.244100,4.646054,-2.611770,-105.276543,-8.671029,-2.548230,14.489873,21.870888,-9.744694,3.629573,-6.762907,-9.027294,-1.602563,42.340607,-17.510908,6.406069,-2.851496,-0.809417,5.570811,0.898398,4.339067,-11.250943,53.349418,63.208246,19.483373,-0.794578,9.154605,-11.985647,15.977902,51.103997,-49.979739,19.229667,10.126112
4318.000000,-47.270700,92.152000,77.969700,5.192446,-2.963718,-106.528393,-8.000210,-2.864789,15.801317,22.553739,-10.817443,3.769776,-10.072254,-9.296011,0.963486,49.106207,-15.267721,7.325495,-2.616985,-1.220171,5.768081,1.076931,3.978905,-11.324110,53.553276,63.408036,18.818283,-1.053440,8.155367,-12.021113,16.087222,50.012054,-50.143547,18.777431,10.131326
4319.000000,-47.105300,91.641000,77.620000,5.891353,-3.204287,-107.811206,-7.418829,-3.252051,17.184379,23.102289,-11.795368,3.819222,-13.670257,-9.539518,3.354897,55.860520,-13.058338,8.888523,-2.383390,-1.698648,5.949766,1.052982,3.775563,-11.858278,53.841417,64.068542,18.316315,-1.226760,7.254677,-12.001460,15.426258,48.284013,-49.770437,18.498859,9.517631
4320.000000,-46.967300,91.190200,77.335000,6.498247,-3.303802,-108.963980,-6.624939,-3.687155,18.440933,22.813117,-12.357496,3.807362,-17.013695,-9.847025,5.139718,61.673120,-11.250771,11.243265,-2.149852,-2.214596,6.057940,0.602637,3.672488,-12.742295,54.271823,65.284129,18.341009,-1.358999,6.652155,-11.722086,13.896919,45.753086,-48.825573,18.389711,7.436820
4321.000000,-46.854400,90.788500,77.386200,6.998918,-3.248085,-109.925824,-5.822454,-4.173539,19.484633,21.995391,-12.474609,3.800085,-19.882495,-10.558409,5.985862,65.907049,-10.936389,13.187025,-1.964558,-2.731691,6.070488,0.336326,3.785532,-13.429787,54.668367,66.411080,18.213354,-1.576551,5.911836,-11.498174,12.897796,43.827433,-48.047381,18.160585,5.028106
4322.000000,-46.756200,90.460000,77.331100,7.469384,-2.990533,-110.470058,-5.480399,-4.744950,20.145540,21.372013,-12.548635,3.821399,-22.210193,-11.963932,5.570067,67.817405,-12.437195,12.687348,-1.868415,-3.243915,6.001504,-0.119691,3.775104,-13.490406,54.959200,67.060814,18.203900,-1.793071,5.199019,-11.906235,13.647683,42.721395,-48.925611,17.605790,3.800372
4323.000000,-46.681500,90.180500,77.241600,7.874666,-2.650388,-110.404827,-5.663229,-5.326674,20.270330,21.390806,-12.836260,3.869986,-23.543810,-13.996385,4.013799,66.944962,-14.861265,11.785971,-1.848476,-3.763187,5.887657,-0.613752,3.705776,-13.099305,55.147646,67.363851,18.729475,-1.878557,4.881543,-13.167200,15.268695,42.077505,-50.884267,16.746009,4.104383
4324.000000,-46.641600,89.944800,77.172500,8.099546,-2.232093,-109.712275,-6.264377,-5.802401,19.828007,21.840807,-13.210172,3.915135,-23.940297,-15.289780,2.347351,63.859068,-17.202542,9.982472,-1.974986,-4.192389,5.795525,-1.519541,3.355757,-12.571955,55.408285,67.489730,19.252757,-1.829913,4.825279,-13.663095,16.116443,41.616159,-51.974033,16.846277,4.555072
4325.000000,-46.637800,89.736700,77.167100,8.136633,-1.822821,-108.856563,-6.799806,-6.131393,19.128654,22.135823,-13.477457,3.913187,-23.417759,-15.397782,1.271164,59.097674,-19.277795,8.814669,-2.176552,-4.524648,5.700414,-2.206976,3.284595,-12.161430,55.319362,67.444524,18.922275,-1.869733,5.199764,-13.846327,15.852023,41.086001,-51.545518,16.714325,4.455205
4326.000000,-46.661300,89.530600,77.235000,7.992300,-1.467021,-107.989845,-6.980402,-6.355764,18.306976,21.887160,-13.509600,3.872507,-22.241649,-14.326638,1.284399,53.620828,-20.959827,8.157945,-2.345861,-4.752341,5.608168,-2.562840,3.524493,-12.085571,54.759926,67.428481,18.107357,-2.014691,5.790025,-13.719589,14.753434,40.830176,-49.757431,16.529775,4.076022
4327.000000,-46.708600,89.330700,77.320600,7.860265,-1.176227,-107.234604,-6.943045,-6.560424,17.546260,21.409829,-13.445887,3.798882,-20.678333,-12.426824,2.562726,48.231644,-22.308742,7.446732,-2.449165,-4.905550,5.506812,-2.777069,3.754764,-12.366778,53.794205,67.520899,17.403192,-2.142805,6.509832,-13.684753,13.882252,40.805768,-48.077290,16.310561,3.660054
4328.000000,-46.765900,89.148500,77.366900,7.857700,-0.878083,-106.679695,-6.876353,-6.806166,17.000976,20.896229,-13.365444,3.716663,-19.205316,-10.008713,5.083683,43.791737,-22.790771,7.265105,-2.520556,-5.010401,5.359275,-2.543703,4.024398,-12.658987,52.571914,67.503997,16.650898,-1.649259,6.740963,-14.099002,14.143864,41.359703,-47.634680,16.063387,3.589867
4329.000000,-46.812900,88.995400,77.285100,7.859303,-0.489521,-106.318366,-6.811208,-7.037354,16.653992,20.128809,-13.137750,3.653924,-17.873533,-8.395952,6.719363,40.611821,-22.940657,4.108165,-2.477641,-5.086089,5.143614,-1.963698,4.285094,-12.650851,51.599261,67.155925,15.989762,-0.843165,6.408075,-14.510729,14.926124,42.601188,-47.804161,16.036745,3.666242
4330.000000,-46.922400,88.854100,77.424900,7.850177,-0.060604,-106.048217,-6.760386,-7.189990,16.385963,19.284728,-12.777990,3.586143,-17.006132,-8.396582,6.069055,38.541095,-23.015428,1.181611,-2.317901,-5.138687,4.898331,-1.746948,4.388570,-12.750259,51.274050,67.045917,16.018811,-0.372652,6.067508,-14.597647,15.598432,43.992502,-48.096713,16.280596,3.603733
4331.000000,-47.031000,88.728300,77.620600,7.679528,0.303520,-105.630346,-6.635482,-7.219268,15.945874,18.356135,-12.328849,3.504439,-16.322307,-8.584913,5.071135,36.800678,-22.204406,0.663714,-2.194600,-5.105913,4.650183,-1.728041,4.366339,-12.894014,51.620976,67.087514,16.467265,-0.297823,5.747569,-14.270201,16.079946,45.435095,-48.280976,16.689688,3.699474
4332.000000,-47.173400,88.618800,77.792600,7.493947,0.676169,-105.122064,-6.683782,-7.177213,15.418180,17.733617,-11.980891,3.414141,-15.935503,-8.744195,4.204823,35.585778,-21.336089,1.167287,-2.105906,-4.964221,4.416874,-1.922732,4.063474,-13.083778,52.676135,67.418511,17.274219,-0.346639,5.451522,-13.722568,16.188407,46.727974,-48.177500,17.093222,3.953924
4333.000000,-47.367800,88.513500,77.928100,7.278080,1.021756,-104.518149,-6.884833,-7.026296,14.797437,17.475041,-11.777663,3.307112,-15.576373,-8.934131,3.134308,34.568606,-20.780205,2.114157,-2.027067,-4.738705,4.173883,-2.288852,3.551995,-13.416151,54.213438,67.884555,18.239252,-1.101970,5.258263,-13.179347,16.077540,47.667052,-47.875551,17.201969,4.361641
4334.000000,-47.605900,88.401000,78.057200,6.981215,1.369653,-103.810265,-7.074826,-6.779237,14.053165,17.195266,-11.557991,3.158946,-15.116632,-9.040644,1.914940,33.467152,-20.330261,2.945805,-1.962495,-4.454174,3.897431,-2.705048,2.961562,-13.674669,55.624118,67.962707,18.884116,-2.179130,5.181315,-12.806122,16.090145,48.028073,-47.743083,16.980063,4.830836
4335.000000,-47.883800,88.277100,78.194200,6.605039,1.684592,-103.080867,-7.167988,-6.428014,13.233950,16.834703,-11.317177,2.946722,-14.465580,-8.933271,0.728287,32.141786,-19.878255,3.314274,-1.952125,-4.143975,3.587346,-2.834422,2.496549,-13.352896,56.429467,67.145783,19.178788,-3.113567,5.161433,-12.490136,16.157868,47.894172,-47.709050,16.647633,5.055493
4336.000000,-48.182200,88.139200,78.335700,6.202338,1.957479,-102.434504,-7.154295,-6.022417,12.442065,16.436841,-11.105813,2.711695,-13.699535,-8.634760,-0.291120,30.673009,-19.353197,3.284595,-1.969084,-3.814753,3.270443,-2.738452,2.299853,-12.581981,56.549273,65.748740,19.529324,-3.587289,5.289661,-12.151174,16.208976,47.259679,-47.698679,16.172249,5.060077
4337.000000,-48.495300,87.992400,78.469200,5.821782,2.173576,-101.924687,-7.028301,-5.587427,11.749989,16.020702,-10.936733,2.449395,-12.908109,-8.212204,-1.125919,29.222796,-18.809803,3.014216,-1.986788,-3.498480,2.986886,-2.373077,2.529494,-12.062767,56.178168,64.572057,19.485263,-3.482437,5.219531,-11.793649,16.329068,46.693597,-47.746177,15.639513,4.928812
4338.000000,-48.807600,87.846200,78.579200,5.521228,2.299448,-101.482287,-6.837564,-5.204806,11.139331,15.666729,-10.812860,2.192881,-12.143439,-7.823853,-1.858446,27.975352,-18.377335,2.784575,-1.994638,-3.204839,2.757474,-1.968454,3.204954,-12.705225,55.747762,64.625571,18.931099,-3.056100,4.945657,-11.488377,16.570856,46.420067,-47.941556,15.360597,5.041513
4339.000000,-49.103000,87.704100,78.664100,5.280517,2.366001,-101.058745,-6.664817,-4.883892,10.573936,15.439150,-10.745422,1.968225,-11.443973,-7.519212,-2.556538,26.961388,-18.069886,2.619506,-1.985528,-2.913376,2.571950,-1.508140,4.075048,-13.761071,55.304407,65.138369,18.291849,-2.510071,4.304460,-11.378713,17.358673,46.646156,-48.637470,15.170605,5.461147
4340.000000,-49.381600,87.568400,78.738200,5.059114,2.396633,-100.591561,-6.503587,-4.603830,9.989003,15.259757,-10.690877,1.768721,-10.720040,-7.266480,-3.292215,25.964900,-17.789537,2.480162,-1.948286,-2.613719,2.401896,-1.373552,4.680607,-14.807521,55.213193,65.607277,18.005371,-2.327985,3.800887,-11.582857,18.752794,46.958418,-50.128020,14.875703,6.157062
4341.000000,-49.649300,87.441500,78.808600,4.863634,2.429070,-100.073684,-6.367337,-4.369949,9.372157,15.077442,-10.618856,1.588525,-9.980352,-7.045433,-4.046285,24.919653,-17.497673,2.349815,-1.899011,-2.312687,2.240781,-1.508483,5.107059,-15.738005,55.432521,65.944979,17.867574,-2.701210,3.453904,-11.929898,19.968897,47.228510,-51.548554,14.226886,6.991976
4342.000000,-49.910400,87.326000,78.875000,4.691375,2.469649,-99.517730,-6.264205,-4.170789,8.729585,14.899538,-10.533084,1.420592,-9.245992,-6.843121,-4.813075,23.847191,-17.200136,2.222503,-1.845554,-2.017098,2.087400,-1.825272,5.398294,-16.546677,55.765982,66.251339,17.808789,-3.336963,3.335130,-12.122698,20.054210,47.355076,-51.975236,14.140770,7.158707
4343.000000,-50.170800,87.222800,78.936400,4.534157,2.517289,-98.929184,-6.193903,-3.987213,8.064610,14.727422,-10.433390,1.252830,-8.524523,-6.643675,-5.598829,22.766535,-16.907985,2.089520,-1.792613,-1.731307,1.943473,-2.235853,5.609772,-17.199104,56.047820,66.488429,17.746164,-3.897316,3.375294,-12.148080,19.519469,47.472705,-51.600407,14.185175,7.090868
4344.000000,-50.432000,87.128300,78.991300,4.399429,2.570235,-98.327999,-6.138269,-3.823634,7.392989,14.548086,-10.324127,1.084265,-7.821218,-6.449671,-6.383953,21.698542,-16.636173,1.953099,-1.743511,-1.455771,1.808885,-2.702642,5.787619,-17.816925,56.251335,66.779205,17.649564,-4.218402,3.471494,-12.084482,18.644047,47.619038,-50.766181,14.285041,6.913481
4345.000000,-50.693900,87.040100,79.038500,4.287055,2.623655,-97.704572,-6.095297,-3.681139,6.712659,14.372016,-10.214233,0.914555,-7.135387,-6.264205,-7.171140,20.661431,-16.393984,1.815646,-1.697330,-1.193758,1.682892,-3.281730,5.874422,-18.758581,56.505556,67.455066,17.348131,-4.270140,3.718095,-12.153695,18.131937,47.584202,-50.412666,14.255190,6.878931
4346.000000,-50.955100,86.957900,79.076100,4.198381,2.664706,-97.055773,-6.071462,-3.560875,6.022818,14.238746,-10.124336,0.743527,-6.456146,-6.091401,-7.962624,19.662995,-16.186803,1.678652,-1.656478,-0.946469,1.568988,-3.633584,6.167203,-19.962251,56.505098,68.356615,16.827885,-3.999016,3.821686,-12.272756,17.954721,47.674844,-50.477639,14.274327,6.907980
4347.000000,-51.205900,86.883400,79.096600,4.130084,2.678083,-96.396287,-6.160442,-3.466853,5.336185,14.373850,-10.169428,0.591292,-5.798734,-5.945812,-8.740930,18.760644,-16.039896,1.552830,-1.618778,-0.703592,1.491581,-3.703771,6.843637,-21.693958,56.122763,69.458871,15.885942,-4.098424,3.711277,-12.289716,17.773896,48.057236,-50.478728,14.281603,6.719420
4348.000000,-51.446200,86.820000,79.094800,4.067007,2.671028,-95.737973,-6.397704,-3.382227,4.658491,14.830898,-10.384287,0.454527,-5.180169,-5.810250,-9.503937,17.967212,-15.962203,1.428269,-1.590645,-0.450288,1.462589,-3.763473,7.594957,-23.824043,55.398659,70.297223,14.831414,-4.588704,3.762327,-12.190078,17.443299,48.368639,-50.379148,14.304579,6.301103
4349.000000,-51.675800,86.777400,79.051500,4.007491,2.640264,-95.057055,-6.927002,-3.310951,3.962060,15.885140,-10.937478,0.336326,-4.718880,-5.701159,-10.244199,17.511366,-16.059491,1.310068,-1.563888,-0.170512,1.512093,-3.664294,8.588351,-25.873284,54.326827,70.480627,14.196691,-5.104366,3.873137,-12.029593,17.070762,48.602749,-50.238945,14.309506,5.748084
4350.000000,-51.893000,86.764000,78.938500,3.873271,2.629688,-94.312098,-8.080252,-3.209194,3.099358,18.083293,-12.073596,0.237033,-4.579537,-5.570124,-11.000790,17.619598,-16.431914,1.190606,-1.506593,0.162262,1.663067,-3.402395,9.723151,-27.167023,53.056178,69.721229,14.245278,-5.309714,4.002970,-11.837766,16.737644,48.721982,-50.061901,14.297875,5.258549
4351.000000,-52.091700,86.780000,78.725000,3.497404,2.610508,-93.385104,-10.310662,-2.939445,2.067003,22.312581,-13.814127,0.249237,-4.768212,-5.296766,-11.911964,18.426495,-17.201740,1.051263,-1.464938,0.579776,1.933274,-3.008372,10.981252,-27.464044,51.699472,68.344125,14.715905,-5.010115,4.147240,-11.600046,16.571830,48.719174,-49.947596,14.346348,5.211108
4352.000000,-52.262800,86.789600,78.444000,2.849077,2.500457,-92.275462,-13.270677,-2.422523,1.187684,28.115497,-15.709815,0.049561,-5.014584,-4.863552,-13.037655,19.640134,-18.183274,0.926014,-1.491982,1.146431,2.286789,-2.435815,12.168936,-26.464290,50.287532,66.849908,16.065393,-4.172909,4.332420,-11.292597,16.471849,48.556626,-49.806075,14.238460,5.537064
4353.000000,-52.424000,86.734900,78.341400,2.057479,2.339307,-91.030812,-16.689516,-1.691944,0.715051,34.864539,-16.736556,-0.916389,-5.108205,-4.352245,-14.343024,20.798024,-19.069754,0.829872,-1.597979,1.838564,2.696339,-1.513010,12.734273,-23.530288,48.515889,64.865984,18.693837,-1.880505,4.485114,-11.056710,16.382238,48.335866,-49.714459,14.026121,6.347226
4354.000000,-52.557600,86.607000,78.113000,1.335143,2.118416,-89.657201,-20.252396,-0.783978,0.723302,41.611977,-16.368487,-2.848861,-4.856619,-3.935418,-15.782065,21.576101,-19.862040,0.804433,-1.742135,2.593608,3.115000,-0.390872,12.366263,-19.237001,46.553566,62.457384,21.237196,1.571050,4.646344,-11.078597,16.129335,48.188329,-49.660659,14.014720,7.614036
4355.000000,-52.658100,86.410800,77.925800,0.753017,1.812786,-88.238276,-23.192873,0.528324,1.758751,46.946787,-16.065679,-3.504840,-4.303085,-3.679420,-17.238467,22.053661,-20.538761,0.865797,-1.894256,3.312097,3.486448,0.597423,11.156233,-14.368750,44.899207,59.269390,22.502631,5.996462,4.939183,-11.236505,15.346102,48.110521,-49.284053,14.328700,8.822118
4356.000000,-52.698800,86.076500,78.108300,0.408362,1.587322,-86.978295,-25.852486,2.520785,4.138130,50.122463,-16.103724,-3.126344,-3.654325,-3.623786,-18.503729,22.277401,-21.064908,0.987378,-2.052449,3.921209,3.709673,1.315167,10.008312,-10.800999,44.544833,56.414742,22.866001,9.300537,5.324210,-11.480012,14.374193,48.150514,-48.883212,14.615351,9.571833
